customerID,Gender,SeniorCitizen,Partner,Dependents,Day,Year,Month,Age
8169-SAEJD,Male,No,Yes,No,11,1996,9,28
9840-DVNDC,Male,No,No,No,24,2008,9,16
1089-XZWHH,Female,No,Yes,Yes,14,1998,11,26
2325-WINES,Female,No,No,No,5,1984,3,41
6064-ZATLR,Female,No,No,No,17,1986,8,38
3096-JRDSO,Female,No,Yes,No,30,2002,10,22
7824-PANSQ,Male,No,No,No,21,2004,12,20
8042-JVNFH,Male,No,No,No,30,2005,6,20
9648-BCHKM,Female,No,Yes,Yes,25,1992,10,32
2888-ADFAO,Female,No,Yes,Yes,17,2000,2,25
8707-HOEDG,Female,No,Yes,Yes,25,2007,12,17
3374-LXDEV,Female,No,No,No,26,1984,1,41
4072-IPYLT,Female,No,Yes,Yes,22,1992,3,33
7167-PCEYD,Male,No,No,No,18,1995,5,30
4936-YPJNK,Female,No,No,No,3,1993,7,32
1580-BMCMR,Male,No,No,No,15,2011,7,14
4817-KEQSP,Female,No,Yes,Yes,10,1985,4,40
6408-WHTEF,Male,No,Yes,Yes,9,1982,3,43
9251-AWQGT,Female,No,Yes,Yes,30,2007,1,18
8749-CLJXC,Male,No,No,No,16,1993,3,32
7989-VCQOH,Male,No,Yes,Yes,8,1990,11,34
5049-GLYVG,Male,No,No,No,12,2009,5,16
4199-QHJNM,Male,No,Yes,No,19,2000,5,25
8882-TLVRW,Male,No,Yes,Yes,30,2007,11,17
5883-GTGVD,Male,No,No,No,16,1994,2,31
5135-GRQJV,Male,No,Yes,No,14,1984,8,40
2384-OVPSA,Female,No,No,No,4,2002,6,23
1371-WEPDS,Male,No,Yes,No,24,2002,10,22
3580-GICBM,Female,No,Yes,Yes,23,1984,2,41
4817-QRJSX,Female,No,No,No,14,1995,5,30
9730-DRTMJ,Male,No,Yes,No,18,2008,1,17
4686-UXDML,Female,No,No,No,19,2012,12,12
3349-ANQNH,Female,No,No,No,19,2008,2,17
2398-YPMUR,Female,No,Yes,No,12,1987,8,37
0932-YIXYU,Female,No,No,No,17,1982,2,43
7480-SPLEF,Male,No,Yes,Yes,4,1987,8,37
7636-XUHWW,Male,No,No,No,10,2012,9,12
1431-CYWMH,Female,No,Yes,Yes,19,2006,7,19
5937-EORGB,Male,No,Yes,No,15,1994,9,30
6349-JDHQP,Female,No,No,No,7,1983,6,42
5539-HIVAK,Female,No,Yes,No,6,2005,12,19
5847-MXBEO,Male,No,No,No,7,2010,4,15
9985-MWVIX,Female,No,No,No,4,1996,11,28
4583-PARNH,Male,No,Yes,No,4,1996,1,29
1116-FRYVH,Female,No,Yes,Yes,15,2010,2,15
1421-HCERK,Male,No,Yes,No,28,1992,6,33
9633-XQABV,Female,No,No,No,29,2002,1,23
0716-BQNDX,Male,No,No,No,24,1987,6,38
1265-XTECC,Female,No,Yes,No,12,1990,3,35
1183-CANVH,Female,No,Yes,No,9,1990,12,34
1972-XMUWV,Female,No,Yes,No,7,2000,12,24
8679-LZBMD,Male,No,Yes,No,2,2008,6,17
3407-JMJQQ,Female,No,Yes,Yes,3,2006,4,19
6252-DFGTK,Female,No,Yes,No,9,1980,2,45
1539-LNKHM,Female,No,No,No,7,1985,6,40
8645-KOMJQ,Male,No,Yes,Yes,18,1992,2,33
0289-IVARM,Female,No,No,No,9,1990,12,34
9761-XUJWD,Male,No,No,No,9,1999,5,26
4057-FKCZK,Male,No,Yes,Yes,9,2000,7,25
4291-TPNFG,Male,No,Yes,No,11,1987,10,37
6087-YPWHO,Male,No,Yes,No,9,1996,1,29
3090-QFUVD,Female,No,No,No,21,1982,10,42
2237-ZFSMY,Female,No,No,No,8,1995,6,30
1722-LDZJS,Male,No,Yes,Yes,24,2012,6,13
1818-ESQMW,Female,No,No,No,13,1994,9,30
4871-JTKJF,Female,No,No,No,8,1987,7,38
1415-YFWLT,Female,No,No,No,27,2007,2,18
7401-RUBNK,Female,No,Yes,No,23,1994,10,30
0506-YLVKJ,Male,No,Yes,Yes,28,2012,2,13
8661-BOYNW,Female,No,Yes,No,20,1999,11,25
6711-VTNRE,Female,No,No,No,30,1986,2,39
4815-GBTCD,Female,No,Yes,No,2,1985,5,40
2805-AUFQN,Female,No,No,No,23,2007,6,18
0980-PVMRC,Female,No,Yes,Yes,3,2009,10,15
7233-DRTRF,Male,No,Yes,No,5,1996,3,29
3500-RMZLT,Female,No,No,No,11,1997,6,28
3873-NFTGI,Male,No,No,No,27,1993,5,32
1162-ECVII,Male,No,Yes,No,28,2003,7,21
7048-GXDAY,Male,No,No,No,20,2009,9,15
8571-ZCMCX,Female,No,Yes,Yes,30,1995,9,29
1169-WCVAK,Male,No,Yes,No,28,1995,12,29
4548-SDBKE,Female,No,No,No,10,2012,9,12
8066-POXGX,Female,No,No,No,6,2007,7,18
7129-CAKJW,Female,No,No,No,23,2003,9,21
8695-ARGXZ,Male,No,Yes,No,22,1993,11,31
3570-YUEKJ,Female,No,No,No,26,1999,11,25
4143-OOBWZ,Male,No,Yes,No,23,1996,10,28
1555-HAPSU,Female,No,Yes,Yes,1,2006,5,19
1697-NVVGY,Male,No,Yes,No,9,2012,1,13
7854-EKTJL,Female,No,No,Yes,25,1995,9,29
8464-EETCQ,Male,No,No,No,22,1983,5,42
2419-FSORS,Male,No,Yes,No,29,1997,6,28
8132-YPVBX,Female,No,No,No,29,1990,1,35
9102-IAYHT,Female,No,Yes,Yes,26,2006,10,18
6754-LZUKA,Male,No,Yes,No,28,2007,9,17
3422-LYEPQ,Male,No,Yes,Yes,3,2003,10,21
8099-MZPUJ,Male,No,Yes,Yes,22,2001,12,23
0787-LHDYT,Male,No,No,No,17,1987,9,37
2642-DTVCO,Male,No,No,No,16,2000,9,24
0374-IOEGQ,Female,No,No,No,10,2007,3,18
4361-JEIVL,Male,No,No,Yes,13,1999,3,26
3197-NNYNB,Male,No,No,No,29,1990,6,35
3396-DKDEL,Female,No,Yes,Yes,5,1986,8,38
1752-OZXFY,Male,No,Yes,No,10,2010,5,15
9066-QRSDU,Female,No,Yes,No,1,2005,5,20
9112-WSNPU,Female,No,No,No,9,1982,5,43
9867-NNXLC,Female,No,No,No,29,2012,6,13
5321-NTRKC,Male,No,Yes,Yes,18,1992,12,32
1363-TXLSL,Male,No,Yes,No,6,1994,8,30
9507-EXLTT,Female,No,Yes,No,14,2009,10,15
3161-GETRM,Male,No,Yes,Yes,18,2008,9,16
0402-OAMEN,Female,No,Yes,Yes,22,1994,10,30
6933-VLYFX,Male,No,Yes,Yes,30,1980,3,45
6754-WKSHP,Male,No,No,Yes,29,1992,3,33
9846-GKXAS,Female,No,No,No,15,2001,11,23
6017-PPLPX,Male,No,Yes,Yes,2,1989,9,35
4976-LNFVV,Male,No,Yes,No,26,2006,9,18
5055-MGMGF,Female,No,Yes,No,18,1995,11,29
4641-FROLU,Female,No,Yes,Yes,14,2004,6,21
2862-JVEOY,Male,No,No,No,23,1992,2,33
2969-QWUBZ,Female,No,No,No,23,2008,1,17
9822-BIIGN,Male,No,Yes,Yes,20,1998,7,27
2077-MPJQO,Male,No,Yes,No,29,1993,5,32
1534-OULXE,Female,No,Yes,Yes,8,1994,5,31
7136-RVDTZ,Male,No,No,No,30,2012,10,12
2971-SGAFL,Female,No,No,No,19,1980,4,45
1480-IVEVR,Male,No,Yes,No,11,2008,10,16
2905-KFQUV,Female,No,Yes,No,23,2011,1,14
4581-SSPWD,Female,No,No,No,5,1986,8,38
3370-HXOPH,Female,No,No,No,4,2000,11,24
9391-YZEJW,Female,No,No,No,21,2003,8,21
9958-MEKUC,Male,No,Yes,Yes,1,2009,6,16
0281-CNTZX,Male,No,Yes,No,5,1995,9,29
6927-WTFIV,Male,No,No,No,11,1995,12,29
4118-CEVPF,Female,No,No,No,30,1981,1,44
3398-ZOUAA,Male,No,Yes,No,3,1992,3,33
9114-VEPUF,Male,No,Yes,No,9,2008,12,16
7876-BEUTG,Female,No,No,No,22,1991,2,34
2338-BQEZT,Female,No,No,No,15,1996,11,28
9873-MNDKV,Female,No,No,No,3,2008,7,17
0378-NHQXU,Female,No,Yes,Yes,28,2006,8,18
8241-JUIQO,Female,No,No,No,26,1988,11,36
2194-IIQOF,Female,No,Yes,No,11,2006,11,18
4512-ZUIYL,Female,No,No,No,28,2004,3,21
9631-RXVJM,Male,No,No,No,7,1994,1,31
9584-EXCDZ,Female,No,No,No,11,2007,11,17
7969-AULMZ,Female,No,No,No,23,1997,1,28
5093-FEGLU,Female,No,Yes,No,5,1988,10,36
2621-UDNLU,Female,No,Yes,No,26,1981,4,44
7526-IVLYU,Male,No,No,No,7,2006,6,19
2428-HYUNX,Male,No,Yes,No,5,1989,12,35
9214-EKVXR,Female,No,No,No,29,1983,3,42
3410-MHHUM,Female,No,Yes,Yes,23,1982,10,42
0568-ONFPC,Male,No,Yes,Yes,10,2007,4,18
0733-VUNUW,Male,No,No,No,15,2002,8,22
4550-EVXNY,Female,No,No,Yes,29,1999,6,26
2122-YWVYA,Female,No,No,No,2,2009,12,15
2968-SSGAA,Female,No,No,No,1,2010,5,15
2296-DKZFP,Female,No,Yes,No,15,1986,6,39
4844-JJWUY,Female,No,No,No,30,2007,8,17
6777-TGHTM,Female,No,No,No,23,1984,5,41
8909-BOLNL,Male,No,No,No,10,1993,3,32
6603-YRDCJ,Male,No,Yes,No,12,2008,5,17
3538-WZPHD,Male,No,No,No,10,1991,8,33
3229-USWAR,Female,No,No,No,28,1992,12,32
2138-VFAPZ,Female,No,Yes,Yes,24,1992,6,33
6131-JLWZM,Female,No,No,No,22,1989,9,35
4785-QRJHC,Male,No,Yes,No,19,1999,8,25
0269-XFESX,Male,No,Yes,Yes,21,1990,1,35
1709-EJDOX,Female,No,Yes,Yes,23,2010,4,15
4316-XCSLJ,Male,No,No,Yes,26,2008,11,16
8610-WFCJF,Female,No,Yes,Yes,17,2005,1,20
9693-XMUOB,Male,No,Yes,No,6,1997,11,27
0383-CLDDA,Female,No,No,No,3,2000,6,25
4905-JEFDW,Male,No,No,No,6,2008,5,17
2709-UQGNP,Male,No,No,No,27,1995,10,29
3549-ZTMNH,Male,No,Yes,Yes,20,1995,10,29
7881-INRLC,Male,No,No,No,16,1993,9,31
8033-ATFAS,Female,No,Yes,Yes,27,2008,11,16
1635-NZATJ,Male,No,Yes,No,19,1992,10,32
0562-HKHML,Male,No,Yes,Yes,27,2005,5,20
8277-RVRSV,Female,No,Yes,Yes,14,1982,6,43
9943-VSZUV,Male,No,No,No,22,1987,11,37
0117-LFRMW,Male,No,Yes,Yes,24,1985,8,39
6172-FECYY,Male,No,Yes,Yes,13,2001,11,23
7054-ENNGU,Female,No,Yes,No,28,1999,10,25
1455-HFBXA,Male,No,Yes,No,14,1980,9,44
9402-CXWPL,Female,No,No,No,26,2003,9,21
1628-BIZYP,Male,No,No,No,23,2003,12,21
1965-AKTSX,Female,No,No,No,10,2007,7,18
0082-LDZUE,Male,No,No,No,3,2007,1,18
4786-UKSNZ,Male,No,No,No,7,1990,12,34
5343-SGUBI,Female,No,No,No,13,2007,7,18
0856-NAOES,Male,No,No,No,4,2002,4,23
1976-AZZPJ,Male,No,Yes,No,18,1996,8,28
7248-VZQLC,Female,No,No,No,2,1986,2,39
6156-UZDLF,Female,No,No,No,5,1991,9,33
3099-OONVS,Male,No,Yes,Yes,11,1995,10,29
9500-WBGRP,Male,No,No,No,4,1997,7,28
5183-KLYEM,Female,No,No,No,15,1985,4,40
5144-PQCDZ,Male,No,No,No,20,1990,5,35
8514-VZHEB,Male,No,Yes,Yes,27,2012,12,12
6625-IUTTT,Male,No,No,No,25,1980,3,45
9355-NPPFS,Female,No,No,No,3,2008,3,17
0068-FIGTF,Female,No,No,No,16,1982,3,43
5965-GGPRW,Male,No,Yes,Yes,22,2003,9,21
8035-PWSEV,Female,No,No,No,20,1987,2,38
2236-HILPA,Male,No,Yes,Yes,7,1992,8,32
1840-BIUOG,Male,No,No,No,19,1988,4,37
1356-MKYSK,Male,No,No,No,21,1995,2,30
6080-LNESI,Male,No,No,No,3,2006,11,18
1830-IPXVJ,Female,No,Yes,Yes,21,2009,8,15
5828-DWPIL,Male,No,Yes,No,3,2001,9,23
8398-TBIYD,Female,No,No,No,30,1991,7,33
0011-IGKFF,Male,No,Yes,No,25,2003,4,22
4192-GORJT,Male,No,Yes,No,8,2011,8,13
6496-SLWHQ,Male,No,No,No,14,1998,2,27
9912-GVSEQ,Female,No,Yes,No,5,1995,3,30
2931-FSOHN,Male,No,No,No,9,2011,12,13
9418-RUKPH,Female,No,Yes,Yes,12,1998,1,27
5383-MMTWC,Female,No,Yes,No,26,1996,10,28
9971-ZWPBF,Male,No,Yes,Yes,19,1992,1,33
4712-AUQZO,Male,No,No,No,30,1993,5,32
9711-FJTBX,Male,No,Yes,Yes,24,1990,1,35
2908-ZTPNF,Female,No,No,No,25,2010,8,14
7240-ETPTR,Female,No,Yes,No,13,2007,3,18
2202-CUYXZ,Male,No,No,No,26,1981,2,44
5995-OIGLP,Male,No,No,No,26,1999,9,25
8421-WZOOW,Female,No,Yes,Yes,24,2008,7,17
6261-RCVNS,Female,No,No,No,2,2009,6,16
7951-QKZPL,Female,No,Yes,Yes,28,2005,1,20
1414-YADCW,Male,No,Yes,No,11,1993,6,32
8756-RDDLT,Female,No,No,No,8,2001,3,24
2862-PFNIK,Male,No,No,Yes,17,2006,2,19
5816-QVHRX,Female,No,No,No,22,2004,3,21
4430-YHXGG,Female,No,No,Yes,17,1998,9,26
6888-SBYAI,Male,No,No,No,22,2001,7,24
7395-XWZOY,Male,No,No,No,7,2002,11,22
7169-YWAMK,Male,No,Yes,Yes,4,1997,5,28
3640-PHQXK,Female,No,No,No,28,1997,11,27
6877-LGWXO,Male,No,Yes,No,20,1984,6,41
6859-RKMZJ,Male,No,Yes,No,1,1997,2,28
2729-VNVAP,Female,No,Yes,Yes,19,2008,11,16
2957-JIRMN,Female,No,No,No,14,2000,8,24
2049-BAFNW,Female,No,No,No,26,2012,8,12
3842-QTGDL,Male,No,Yes,No,8,1987,1,38
7163-OCEQI,Male,No,Yes,Yes,22,1992,3,33
9782-LGXMC,Female,No,Yes,Yes,26,2007,1,18
5975-BAICR,Male,No,Yes,Yes,20,1995,6,30
8019-ENHXU,Male,No,Yes,No,14,1997,5,28
5167-GBFRE,Male,No,No,No,10,2011,4,14
9033-EOXWV,Female,No,No,No,10,1998,6,27
4673-KKSLS,Female,No,No,No,22,1994,2,31
4853-OITSN,Male,No,Yes,No,27,1996,10,28
9800-OUIGR,Male,No,Yes,Yes,3,1990,6,35
1324-NLTJE,Female,No,No,No,13,1993,11,31
2324-EFHVG,Male,No,No,No,13,2008,1,17
7094-MSZAO,Male,No,Yes,Yes,28,1983,8,41
1522-VVDMG,Male,No,Yes,Yes,12,2005,10,19
6907-CQGPN,Male,No,No,No,2,1984,5,41
0780-XNZFN,Male,No,No,No,7,2011,3,14
0239-OXEXL,Female,No,No,No,21,1987,11,37
2675-IJRGJ,Male,No,No,No,14,1984,9,40
7049-GKVZY,Female,No,No,No,29,1993,9,31
8577-QSOCG,Female,No,Yes,Yes,6,1997,5,28
3721-CNZHX,Male,No,No,No,18,1996,7,29
0212-ISBBF,Female,No,No,No,3,1980,7,45
9185-TQCVP,Male,No,Yes,No,23,2001,11,23
3585-YNADK,Female,No,Yes,No,9,1987,7,38
5271-DBYSJ,Male,No,No,No,26,1980,12,44
1099-GODLO,Female,No,Yes,Yes,10,1988,7,37
6828-HMKWP,Male,No,Yes,Yes,13,2007,12,17
5567-WSELE,Male,No,Yes,No,18,2010,2,15
1472-TNCWL,Male,No,No,Yes,1,2010,11,14
8063-RJYNF,Male,No,No,No,16,1995,6,30
0687-ZVTHB,Male,No,Yes,Yes,21,1990,2,35
2080-GKCWQ,Male,No,No,No,27,2010,9,14
9661-ACXBS,Female,No,No,No,14,1984,5,41
2193-SFWQW,Male,No,Yes,Yes,24,1998,4,27
5656-JAMLX,Male,No,No,No,14,2006,5,19
3462-BJQQA,Female,No,No,No,25,1993,9,31
0442-TDYUO,Male,No,Yes,No,15,1986,3,39
6733-LRIZX,Male,No,No,No,16,1986,3,39
9503-XJUME,Male,No,No,Yes,11,2003,5,22
4367-NHWMM,Female,No,No,No,6,2003,4,22
3727-RJMEO,Male,No,Yes,No,13,1986,4,39
3779-OSWCF,Female,No,Yes,No,15,2008,9,16
6736-DHUQI,Female,No,Yes,Yes,19,2006,1,19
3915-ODIYG,Male,No,No,No,5,2002,8,22
1360-RCYRT,Male,No,Yes,Yes,29,1988,1,37
2724-FJDYW,Male,No,No,Yes,6,1999,2,26
4451-RWASJ,Male,No,Yes,Yes,26,2009,11,15
6646-VRFOL,Male,No,Yes,No,6,1995,2,30
3460-TJBWI,Male,No,Yes,Yes,25,2008,1,17
5917-HBSDW,Female,No,Yes,Yes,19,2009,8,15
5685-IIXLY,Female,No,Yes,Yes,13,1988,8,36
5671-UUNXD,Female,No,Yes,No,8,1989,12,35
0956-ACVZC,Female,No,No,No,3,2008,9,16
2325-NBPZG,Female,No,No,No,8,2011,1,14
4250-ZBWLV,Male,No,No,No,20,2012,1,13
4482-FTFFX,Male,No,No,No,29,2001,6,24
8859-DZTGQ,Male,No,No,No,18,2008,11,16
0440-MOGPM,Female,No,No,No,13,1995,10,29
0020-JDNXP,Female,No,Yes,Yes,20,1988,6,37
3752-CQSJI,Female,No,Yes,Yes,22,2003,8,21
5025-GOOKI,Female,No,No,No,25,1986,10,38
4698-KVLLG,Female,No,No,No,4,2007,12,17
5095-AESKG,Female,No,Yes,No,30,1984,7,40
2887-JPYLU,Female,No,No,Yes,24,1983,6,42
4770-QAZXN,Female,No,No,No,26,1999,5,26
4896-CPRPF,Male,No,Yes,Yes,12,1983,8,41
1871-MOWRM,Male,No,Yes,No,17,2007,3,18
9714-EDSUC,Male,No,No,No,7,1980,2,45
2027-OAQQC,Female,No,No,No,26,1993,4,32
0282-NVSJS,Female,No,Yes,Yes,13,1989,4,36
9090-SGQXL,Male,No,Yes,No,2,1991,3,34
6595-YGXIT,Male,No,No,No,2,2011,1,14
7353-YOWFP,Female,No,No,No,7,1983,6,42
9835-ZIITK,Male,No,Yes,No,6,1994,11,30
8008-ESFLK,Female,No,Yes,No,10,1989,8,35
7537-CBQUZ,Male,No,No,No,27,1991,2,34
1555-DJEQW,Female,No,Yes,Yes,30,2003,6,22
5649-TJHOV,Male,No,Yes,No,29,2007,3,18
0519-XUZJU,Female,No,No,No,28,1989,4,36
3363-EWLGO,Female,No,No,No,9,1994,1,31
4750-UKWJK,Female,No,Yes,No,23,2006,6,19
6338-AVWCY,Male,No,No,No,20,1999,10,25
1689-YQBYY,Female,No,No,Yes,27,2006,3,19
4487-ZYJZK,Female,No,Yes,Yes,19,1989,12,35
2959-FENLU,Female,No,No,No,30,1986,7,38
0708-LGSMF,Male,No,Yes,No,28,1981,7,43
9253-QXKBE,Male,No,Yes,No,14,2012,4,13
7634-HLQJR,Female,No,Yes,Yes,3,1988,4,37
0487-RPVUM,Male,No,Yes,No,29,2006,1,19
4079-ULGFR,Male,No,No,No,18,1990,6,35
2516-XSJKX,Female,No,Yes,Yes,16,1988,10,36
0057-QBUQH,Female,No,No,Yes,19,1982,8,42
9445-SZLCH,Female,No,Yes,Yes,10,2001,11,23
6599-SFQVE,Female,No,No,No,3,1999,3,26
8331-ZXFOE,Female,No,No,No,25,2009,9,15
4003-FUSHP,Male,No,No,No,21,1987,5,38
0356-ERHVT,Male,No,Yes,No,30,2001,9,23
7325-ENZFI,Female,No,No,No,12,2003,8,21
4884-ZTHVF,Female,No,No,No,4,1996,4,29
3920-HIHMQ,Female,No,No,Yes,5,1983,2,42
3055-OYMSE,Female,No,No,No,22,1987,11,37
0613-WUXUM,Female,No,Yes,Yes,7,2000,8,24
7568-PODML,Male,No,No,No,30,1984,10,40
4458-KVRBJ,Male,No,No,No,16,1989,9,35
5349-IECLD,Male,No,No,No,10,1987,3,38
1397-XKKWR,Male,No,No,No,27,2003,12,21
3945-GFWQL,Female,No,No,Yes,14,2006,10,18
8097-OMULG,Male,No,Yes,Yes,12,1987,12,37
6013-BHCAW,Male,No,Yes,Yes,24,1984,11,40
0401-WDBXM,Male,No,Yes,Yes,28,1987,3,38
3387-PLKUI,Female,No,Yes,Yes,17,1995,12,29
6096-EGVTU,Female,No,Yes,Yes,7,2009,2,16
3797-VTIDR,Male,No,Yes,No,3,1995,3,30
5081-NWSUP,Female,No,No,No,14,1985,10,39
2580-ATZSQ,Female,No,Yes,Yes,8,2007,6,18
8085-MSNLK,Female,No,Yes,No,22,1999,6,26
9691-HKOVS,Female,No,Yes,No,22,1984,1,41
9881-VCZEP,Female,No,Yes,No,5,1987,11,37
9526-BIHHD,Male,No,No,No,11,2005,1,20
8757-TFHHJ,Male,No,No,No,18,1989,10,35
4523-WXCEF,Female,No,Yes,No,2,1981,1,44
1468-DEFNC,Male,No,Yes,Yes,21,1980,10,44
5119-KEPFY,Male,No,Yes,No,8,1985,12,39
8364-TRMMK,Female,No,No,No,9,2004,3,21
0916-KNFAJ,Male,No,Yes,No,7,2000,6,25
8319-QBEHW,Male,No,No,Yes,8,1996,5,29
3063-QFSZL,Female,No,No,No,9,2001,3,24
8775-LHDJH,Female,No,Yes,No,10,2003,3,22
9625-QNLUX,Male,No,Yes,Yes,26,1990,3,35
3097-NQYSN,Male,No,Yes,No,3,1998,3,27
4024-CSNBY,Female,No,Yes,No,7,2005,9,19
7110-BDTWG,Female,No,Yes,No,29,1983,11,41
7493-GVFIO,Male,No,No,No,26,2006,8,18
0690-SRQID,Male,No,No,No,25,1981,3,44
9605-WGJVW,Female,No,No,No,13,1992,5,33
9114-DPSIA,Male,No,Yes,Yes,1,2012,1,13
4700-UBQMV,Male,No,Yes,Yes,12,1996,4,29
7711-GQBZC,Female,No,Yes,Yes,11,2007,3,18
3565-UNOCC,Female,No,Yes,No,19,2008,1,17
4627-MIHJH,Female,No,No,No,19,1987,5,38
9795-NREXC,Female,No,Yes,No,18,2008,4,17
8573-CGOCC,Male,No,No,No,4,1984,4,41
7356-AYNJP,Female,No,No,No,11,1996,3,29
9249-FXSCK,Female,No,No,No,11,1998,11,26
5493-SDRDQ,Male,No,No,No,23,1996,8,28
6286-SUUWT,Male,No,No,No,25,1992,9,32
4819-HJPIW,Male,No,No,No,16,1986,8,38
8654-DHAOW,Female,No,No,No,30,1995,11,29
5438-QMDDL,Female,No,Yes,No,6,2005,12,19
9812-GHVRI,Female,No,No,No,20,2007,3,18
5553-AOINX,Female,No,Yes,Yes,15,2009,12,15
1228-ZLNBX,Male,No,No,No,30,2004,8,20
4226-KKDON,Male,No,No,No,30,1988,11,36
3831-YCPUO,Female,No,Yes,Yes,11,2012,7,13
7445-WMRBW,Female,No,No,No,13,1991,8,33
3308-DGHKL,Male,No,No,No,7,1991,1,34
9924-JPRMC,Male,No,No,No,29,1990,8,34
0080-EMYVY,Female,No,No,No,30,2010,7,14
6218-KNUBD,Male,No,No,No,15,1997,2,28
7337-CINUD,Female,No,Yes,Yes,2,1989,2,36
7609-NRNCA,Female,No,No,No,3,2004,5,21
0623-EJQEG,Male,No,No,No,3,1985,2,40
7153-CHRBV,Female,No,Yes,Yes,5,2008,5,17
0871-URUWO,Male,No,Yes,No,26,1999,10,25
9190-MFJLN,Male,No,No,No,9,1990,4,35
6198-PNNSZ,Female,No,Yes,No,24,1984,6,41
3317-VLGQT,Female,No,Yes,No,9,2010,4,15
4132-POCZS,Male,No,Yes,No,10,2009,8,15
5614-DNZCE,Female,No,No,No,30,1988,7,36
1095-JUDTC,Female,No,No,No,7,1985,4,40
3896-RCYYE,Female,No,No,No,24,1997,12,27
9638-JIQYA,Male,No,No,No,22,1986,8,38
3258-SANFR,Male,No,No,No,21,2012,7,13
3726-TBHQT,Male,No,Yes,Yes,26,1997,5,28
3190-ITQXP,Female,No,Yes,Yes,20,1997,7,28
0870-VEMYL,Female,No,No,No,25,1981,8,43
4833-QTJNO,Male,No,Yes,No,9,1993,9,31
3039-MJSLN,Male,No,No,Yes,4,2000,6,25
0178-CIIKR,Female,No,No,No,19,1994,4,31
5385-SUIRI,Male,No,Yes,No,22,1993,8,31
3982-XWFZQ,Female,No,Yes,No,1,1990,1,35
5774-QPLTF,Male,No,Yes,Yes,4,1986,6,39
2322-VCZHZ,Male,No,Yes,No,7,1997,5,28
5010-IPEAQ,Female,No,Yes,Yes,16,1985,12,39
4009-ALQFH,Female,No,No,No,3,2002,7,23
6383-ZTSIW,Female,No,Yes,No,2,2008,4,17
8990-YOZLV,Female,No,No,No,4,2009,10,15
3069-SSVSN,Female,No,No,No,23,1994,1,31
5222-IMUKT,Male,No,No,No,11,2008,5,17
3627-FCRDW,Female,No,No,No,21,1983,3,42
7562-GSUHK,Female,No,No,No,25,2005,7,20
6685-XSHHU,Male,No,Yes,Yes,24,2009,12,15
8901-UPRHR,Female,No,Yes,Yes,29,1999,3,26
4903-UYAVB,Male,No,Yes,No,26,1999,8,25
0118-JPNOY,Female,No,No,No,16,2009,9,15
6776-TLWOI,Male,No,No,No,30,1998,6,27
3845-FXCYS,Male,No,No,No,29,1997,8,27
5857-XRECV,Female,No,No,Yes,13,1986,5,39
0725-CXOTM,Female,No,No,No,24,2006,2,19
4343-EJVQB,Male,No,No,No,20,2010,1,15
9000-PLFUZ,Female,No,Yes,No,29,1998,5,27
3427-GGZZI,Female,No,Yes,No,17,1981,6,44
7779-ORAEL,Male,No,Yes,No,5,2011,2,14
0644-OQMDK,Male,No,No,No,15,2007,12,17
4077-CROMM,Female,No,Yes,Yes,23,1995,12,29
3154-CFSZG,Male,No,Yes,Yes,27,1997,1,28
2868-MZAGQ,Male,No,No,No,22,1990,3,35
4847-QNOKA,Female,No,No,No,23,1997,8,27
2220-IAHLS,Female,No,No,No,25,2004,9,20
1658-XUHBX,Female,No,Yes,Yes,3,1990,9,34
6379-RXJRQ,Male,No,Yes,No,9,1982,3,43
2378-HTWFW,Male,No,No,No,25,2004,4,21
8650-RHRKE,Male,No,No,No,16,2010,12,14
4377-VDHYI,Male,No,Yes,Yes,6,2000,10,24
0475-RIJEP,Male,No,No,No,29,2010,9,14
1260-TTRXI,Male,No,No,No,27,1999,12,25
3719-TDVQB,Female,No,Yes,No,7,1993,12,31
6328-ZPBGN,Female,No,No,No,29,2009,4,16
0201-MIBOL,Female,No,No,No,17,1987,4,38
4937-QPZPO,Male,No,Yes,Yes,13,1982,9,42
2925-VDZHY,Male,No,Yes,Yes,29,1986,10,38
6981-TDRFT,Male,No,Yes,Yes,4,1991,11,33
3413-CSSTH,Male,No,No,No,9,1987,11,37
8033-VCZGH,Male,No,Yes,No,12,2000,9,24
4789-KWMXN,Male,No,Yes,No,3,1987,9,37
0224-NIJLP,Male,No,Yes,Yes,6,1997,11,27
7542-CYDDM,Male,No,No,No,12,2012,10,12
4718-WXBGI,Male,No,Yes,Yes,10,2012,7,13
2867-UIMSS,Male,No,No,No,3,2005,2,20
8495-PRWFH,Female,No,No,No,16,2012,1,13
0439-IFYUN,Female,No,No,No,27,2002,2,23
5716-LIBJC,Female,No,No,Yes,1,1998,7,27
2868-LLSKM,Female,No,Yes,Yes,24,1991,10,33
8111-RKSPX,Male,No,No,No,27,1982,3,43
2988-QRAJY,Male,No,No,No,12,2000,11,24
1585-MQSSU,Male,No,No,No,29,2011,11,13
0071-NDAFP,Male,No,Yes,Yes,1,1980,2,45
2856-NNASM,Male,No,No,No,3,2007,8,17
7328-ZJAJO,Female,No,Yes,Yes,14,2004,3,21
6458-CYIDZ,Female,No,No,No,18,1996,8,28
8559-CIZFV,Male,No,Yes,Yes,22,1987,6,38
1090-PYKCI,Female,No,Yes,Yes,12,2005,2,20
3058-WQDRE,Male,No,No,No,1,1999,4,26
